00:00:00.002929 main     VirtualBox COM Server 7.0.20 r163906 win.amd64 (Jul 10 2024 14:54:08) release log
00:00:39.976118          netIfIsWireless: CreateFile on '\\.\{78E51EF2-9975-4A75-8F56-227CDE0E54A1}' failed with rcWin=2 (0x2) - ignoring
00:00:40.007020          netIfIsWireless: CreateFile on '\\.\{78E51EF2-9975-4A75-8F56-227CDE0E54A1}' failed with rcWin=2 (0x2) - ignoring
00:00:40.081757          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:00:54.753239          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox" with version "1.19-windows"
00:00:54.756258          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox"
00:00:54.808160          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:00:57.027269          Launched VM: 1418070976 pid: 10604 (0x296c) frontend: GUI/Qt name: Debian
00:00:57.040582          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:01.387011          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:01.818954          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VM VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:01:02.912350          ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={Saved screenshot data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:01:03.248443          netIfIsWireless: CreateFile on '\\.\{78E51EF2-9975-4A75-8F56-227CDE0E54A1}' failed with rcWin=2 (0x2) - ignoring
00:01:03.506748          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Starting)}, preserve=false aResultDetail=0
00:01:03.510940          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={The machine is not mutable or saved (state is Starting)}, preserve=false aResultDetail=0
00:01:04.351907          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:01:04.352322          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:01:04.404387          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:22:24.061027          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox" with version "1.19-windows"
00:22:24.063924          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox"
00:22:24.076391          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:28:31.231224          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:28:31.332606          netIfIsWireless: CreateFile on '\\.\{78E51EF2-9975-4A75-8F56-227CDE0E54A1}' failed with rcWin=2 (0x2) - ignoring
00:28:31.367523          netIfIsWireless: CreateFile on '\\.\{78E51EF2-9975-4A75-8F56-227CDE0E54A1}' failed with rcWin=2 (0x2) - ignoring
00:29:00.811982          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox" with version "1.19-windows"
00:29:00.815470          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox"
00:29:00.865504          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:29:00.886253          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox" with version "1.19-windows"
00:29:00.890407          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox"
00:29:00.952108          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:29:03.383980          ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={Saved screenshot data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:29:41.491494          ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={Saved screenshot data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:29:41.883118          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox" with version "1.19-windows"
00:29:41.893507          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox"
00:29:41.943043          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:29:47.239420          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Paused)}, preserve=false aResultDetail=0
00:29:49.188147          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Stopping)}, preserve=false aResultDetail=0
00:29:49.195562          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox" with version "1.19-windows"
00:29:49.200259          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian\Debian.vbox"
00:29:49.272264          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:29:50.747639          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:29:56.564189          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:29:56.567865          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:29:56.591679          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:30:03.176114          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:30:03.179433          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:30:03.179522          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:30:03.182479          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:30:03.186009 DeleteVM Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:30:03.190041 DeleteVM Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:30:03.206745          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:30:03.210321          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:30:03.211668          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7682d5eb-f00e-44f1-8ca2-99d08b1cd607} aComponent={VirtualBoxWrap} aText={Could not find a registered machine with UUID {894b47ed-07d7-48e3-9172-c59a7ac555aa}}, preserve=false aResultDetail=0
00:30:03.214151          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7682d5eb-f00e-44f1-8ca2-99d08b1cd607} aComponent={VirtualBoxWrap} aText={Could not find a registered machine with UUID {894b47ed-07d7-48e3-9172-c59a7ac555aa}}, preserve=false aResultDetail=0
00:30:03.229696          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:30:39.554625 createBase Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:30:39.559829 createBase Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:30:39.568407          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:30:39.570904          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:30:39.571063          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:30:39.573792          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:30:39.577349          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:30:39.580393          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:30:39.581689          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:30:39.584466          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:30:39.605855          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:30:39.609435          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:30:39.643475          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:30:41.923190          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine.}, preserve=false aResultDetail=0
00:30:42.033797          netIfIsWireless: CreateFile on '\\.\{78E51EF2-9975-4A75-8F56-227CDE0E54A1}' failed with rcWin=2 (0x2) - ignoring
00:30:42.066402          netIfIsWireless: CreateFile on '\\.\{78E51EF2-9975-4A75-8F56-227CDE0E54A1}' failed with rcWin=2 (0x2) - ignoring
00:30:42.122553          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:30:51.164338          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:30:51.174950          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:30:51.244729          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:30:53.520778          Launched VM: 1404568896 pid: 37508 (0x9284) frontend: GUI/Qt name: Debian2
00:30:53.533888          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:30:57.978796          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:30:58.427246          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VM VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:30:59.948910          ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={Saved screenshot data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:31:00.086335          netIfIsWireless: CreateFile on '\\.\{78E51EF2-9975-4A75-8F56-227CDE0E54A1}' failed with rcWin=2 (0x2) - ignoring
00:31:00.434578          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={The machine is not mutable or saved (state is Starting)}, preserve=false aResultDetail=0
00:31:00.463889          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:31:00.467413          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:31:00.467633          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Starting)}, preserve=false aResultDetail=0
00:31:00.537854          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Starting)}, preserve=false aResultDetail=0
00:31:01.266127          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:31:01.266602          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:31:01.311119          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:31:20.963450          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:31:20.966747          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:31:20.978860          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:31:30.057748          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:31:30.069515          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:31:30.077549          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:31:30.433024          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:31:30.443749          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:31:30.452288          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:31:31.498087          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:31:31.509356          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:31:31.517164          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:35:14.258761          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Paused)}, preserve=false aResultDetail=0
00:35:44.207258          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:35:44.218784          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:35:44.357061          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:35:44.360404          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
00:35:44.451711          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:35:45.428899          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:36:00.672741          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:36:00.683492          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:36:00.683564          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:36:00.685753          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:36:00.688788 DeleteVM Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:36:00.692726 DeleteVM Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:36:00.709413          Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:36:00.712618          Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:36:00.714397          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7682d5eb-f00e-44f1-8ca2-99d08b1cd607} aComponent={VirtualBoxWrap} aText={Could not find a registered machine with UUID {a0ab12e0-661e-4791-b560-9e590b89a983}}, preserve=false aResultDetail=0
00:36:00.716295          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7682d5eb-f00e-44f1-8ca2-99d08b1cd607} aComponent={VirtualBoxWrap} aText={Could not find a registered machine with UUID {a0ab12e0-661e-4791-b560-9e590b89a983}}, preserve=false aResultDetail=0
00:36:00.733540          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:36:24.281085 createBase Saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:36:24.292781 createBase Finished saving settings file "C:\Users\MrGal\.VirtualBox\VirtualBox.xml"
00:36:24.300995          Saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox" with version "1.19-windows"
00:36:24.303403          Finished saving settings file "C:\Users\MrGal\VirtualBox VMs\Debian2\Debian2.vbox"
